Gene	P-value
P2RX2	0.024648271476440962
ZNF84	0.009169602226910035
ZNF140	0.0009457276234329839
ZNF268	0.01402918658282702
MPHOSPH8	0.041284225063489
PSPC1	0.06902957015649051
IFT88	0.050850048187925295
LINC00539	0.06024370452882681
GRK6P1	0.09512368072069241
GAPDHP52	0.005177164049254151
ZDHHC20	0.02588651520660484
MICU2	0.04175853233365542
PCOTH	0.039488336806602076
SPATA13	0.022343338794548747
PARP4	0.07797738455763019
MTMR6	0.059899130410971425
RP11-428O18.6	0.039450270769989505
RASL11A	0.0600696560063805
MTIF3	0.0490515805729553
PAN3-AS1	0.036798212340187784
PAN3	0.05164127748598281
SLC46A3	0.0750746814268958
RP11-490N5.3	0.04313732142799427
RP11-374F3.5	0.09858593664947224
LINC01058	0.01838714948525105
HMGB1	0.08746847005944565
N4BP2L2	0.0384925001522773
PDS5B	0.03691473179425383
KL	0.045433948731707315
CSNK1A1L	0.005979412776597793
RP11-676B18.2	0.010845958846597026
RP11-676B18.1	0.009125297255617077
MRPS31	0.05100578199413266
ELF1	0.015077323357330266
WBP4	0.0392749915666311
KBTBD6	0.09086013510932711
RP11-74J13.8	0.02074570719242196
KBTBD7	0.04136808930622159
VWA8	0.09949256782862892
ITM2B	0.09079358400431353
PSME2P2	0.04081998481970702
OGFOD1P1	0.018403738691733385
MLNR	0.03721372339801592
ARL11	0.051538371636362906
EBPL	0.062485587511609784
DLEU7	0.049710135873502766
DLEU7-AS1	0.09678944694894187
SERPINE3	0.07238153202270024
INTS6-AS1	0.012002939969775838
RPS4XP16	0.030218586507337063
DHRS12	0.027335841716616717
LINC00282	0.007494143619708625
CCDC70	0.06808953286688321
UTP14C	0.09503126597918984
THSD1	0.050850048187925295
RP11-78J21.4	0.05050531421366962
PCDH9	0.08989352986846731
ZDHHC20P4	0.037204107983224995
DACH1	0.032209248402514344
FBXL3	0.018771522779829086
RNF219	0.042716395893558017
TGDS	0.01902314006127108
DNAJC3-AS1	0.006724622064862349
DNAJC3	0.014957986181117693
CCR12P	0.06387495386060611
TM9SF2	0.0839755069942702
PCCA	0.054193046531437576
TNFSF13B	0.00243642176426426
RNA5SP39	0.00391368027622553
RP11-153I24.5	0.008044020253232446
HCFC2P1	0.09754480147089122
IRS2	0.02346075320081792
RP11-40E6.2	0.0392749915666311
ANKRD10	0.06914261289133344
ATP11A	0.02338086360433889
TMCO3	0.027340155673614145
RP11-230F18.6	0.0635077789548904
LINC00453	0.044826003583175233
OR4H12P	0.02853077046222628
RNASE1	0.08460036526722327
ARHGEF40	0.04297671873750132
TMEM253	0.01622545669784543
TRDC	0.022420331893021873
OR6E1P	0.012421117911323538
OXA1L	0.0024866210296593445
REM2	0.011566153433660964
PRMT5	0.045271881785256304
RP11-298I3.1	0.015811424656397136
HAUS4	0.04566387278792034
AJUBA	0.05567517541086769
RP11-298I3.3	0.09841696540691493
PABPN1	0.010949727436729314
ZFHX2-AS1	0.029777666418078164
RP11-66N24.3	0.01794675286178454
AP1G2	0.04267290196983907
DHRS2	0.031763544690671316
CARMIL3	0.06070391064056286
PCK2	0.0873699721920634
PSME1	0.0742526432489236
PSME2	0.021998458221242956
CHMP4A	0.04605591692385727
RABGGTA	0.0017942519280490755
NOP9	0.013373008923839037
ADCY4	0.03847974567995665
CMA1	0.08265492391477917
GZMH	0.02881795221658532
GZMB	0.0215790068223303
HEATR5A	0.021277322958815268
DTD2	0.08494122143417425
SNX6	0.0632232746430733
BAZ1A	0.012433931811692604
RP11-73E17.2	0.02917449169138756
SRP54	0.06877727747291475
LINC00639	0.01469949099899525
SEC23A	0.0356683036837597
TRAPPC6B	0.0516450571425747
RP11-1074O12.1	0.02116317618182967
ARF6	0.03617488989483069
VCPKMT	0.05922815227829537
SOS2	0.015768141398756038
NIN	0.0602393912714864
PYGL	0.040344662032761366
ABHD12B	0.07002751830372576
TRIM9	0.011300040915232729
RP11-255G12.2	0.05247269545402182
RP11-102G14.1	0.0383751800739172
RP11-452D12.1	0.09619237106114747
PTGER2	0.041667143989254474
GMFB	0.07379588384062669
LGALS3	0.07041329515649836
CTD-2588E21.1	0.04125341921420711
PELI2	0.044335831870965646
RP11-930O11.3	0.06417217021141236
RP11-930O11.1	0.09298402130080605
TMEM260	0.0005948320289725406
RP11-1085N6.2	0.034761523082189875
EXOC5	0.08989352986846731
ACTR10	0.03846693948304373
PSMA3-AS1	0.014060993390596339
ARID4A	0.017724027471449178
KIAA0586	0.05595994773789324
HNRNPCP1	0.08265492391477917
DACT1	4.392978497695398e-06
JKAMP	0.0749395340062235
PCNX4	0.015627908574737517
SCOCP1	0.0866289425025434
CTD-2302E22.1	0.007432508633983021
WDR89	0.023377404473864983
CHURC1	0.06350554610314876
FNTB	0.06544008321128247
YBX1P1	0.03438523497387695
CTD-2325P2.3	0.02180400022784615
DCAF5	0.08239488175120065
EXD2	0.047759557161080136
RPL7AP6	0.05422391574788821
LINC01269	0.07703792613616191
RP1-292L20.3	0.09712085028477035
PCNX1	0.017086308678484017
PTTG4P	0.033889131201942736
NUMB	0.06388486878310368
RP1-240K6.3	0.049710135873502766
ABCD4	0.07570567593849736
AREL1	0.02051171989194271
DLST	0.043099189426765834
BATF	0.0839139118373351
CYCSP1	0.05504176769268523
VASH1	0.023322406141336547
RN7SKP17	0.021998458221242956
RP11-488C13.4	0.022226518015378276
RP11-7F17.1	0.0697066066774585
IRF2BPL	0.07668678753342868
RP11-7F17.8	0.013492571757021243
RP11-7F17.5	0.07668678753342868
TMED8	0.003935426738433123
SAMD15	0.01196518813545608
NOXRED1	0.0038470613368956847
SPTLC2	0.03665470707734442
ADCK1	0.05624080725496108
GTF2A1	0.03148743796348078
SEL1L	0.062343194397820996
KCNK10	0.02058128944331864
TTC8	0.0009121367850702858
TRIP11	0.0418635364632011
RP11-862G15.2	0.05705965552848845
BTBD7	0.07375021932289098
IFI27L2	0.032513915824943056
RP11-986E7.2	0.06740866977014069
GSC	0.007364594400185427
RPL15P2	0.06280738159559712
DICER1	0.01903193116724456
DICER1-AS1	0.05253115018083429
CLMN	0.08731981193258002
TCL1B	0.059549587792475295
ATG2B	0.015708101852413975
GSKIP	0.04830180583639071
PAPOLA	0.0379332524774353
VRK1	0.0675231997510052
RP11-907D1.3	0.050850048187925295
DEGS2	0.03206629300177931
DYNC1H1	0.07683064177598602
WDR20	0.05489587429160445
TECPR2	0.056393077421215486
EIF5	0.028772606117469162
CKB	0.08989352986846731
APOPT1	0.06888306453777325
RP11-73M18.7	0.0839755069942702
CTD-2134A5.4	0.027682398010744007
TDRD9	0.007494143619708625
RD3L	0.012120475454817566
RN7SL634P	0.005986910087128988
PLD4	0.07508350190713038
BRF1	0.02546038289019551
BTBD6	0.020023742495379734
PACS2	0.026554844953575792
MTA1	0.059805581684999214
CRIP2	0.08908566562284422
CRIP1	0.033112432081917234
C14orf80	0.06389641862514243
MIR4538	0.08587641345063685
RP11-403B2.7	0.0666202986972484
RP11-603B24.6	0.09456906114146554
RP11-228M15.1	0.09675847018415441
LINC00929	0.033112432081917234
RPL41P2	0.04725671133890917
GOLGA8M	0.09276308326101965
NSMCE3	0.07760502102710509
RNU6-17P	0.07123614338742051
CHRFAM7A	0.08678264363393064
CTD-3092A11.1	0.08132950607854714
MTMR10	0.05375887918641634
ULK4P1	0.031133218500885945
RP11-1000B6.8	0.08872659084883852
FMN1	0.06886970506952146
AVEN	0.07356266104566829
KATNBL1	0.0011768592023828901
SLC12A6	0.038018569733461814
RP11-462P6.1	0.026668970432541978
PLCB2	0.029777666418078164
DNAJC17	0.010117999167765674
ZFYVE19	0.02338086360433889
VPS18	0.03355851092537586
CHP1	0.007598957746247293
LTK	0.016211973557663423
MAPKBP1	0.044151313091145526
TMEM87A	0.024087748079284148
ZNF106	0.04102087667382365
SNAP23	0.05383844591005391
SERF2	0.004463063463959071
CASC4	0.005149620533702485
RP11-616K22.1	0.09377656729884934
SPG11	0.039111538964538874
SORD	0.03846693948304373
RP11-519G16.5	0.07118581554765915
MYEF2	0.08914475281158868
ATP8B4	0.026893642927196388
HDC	0.0020412808916002207
USP8	0.09549076685470612
GLDN	0.04784515701637751
RAB27A	0.02740687833112092
PIGBOS1	0.04300971444834367
CCPG1	0.013649201121084021
RP11-139H15.6	0.05588305566279146
NEDD4	0.03044782275276117
MYZAP	0.029251788119030897
AQP9	0.03982701892459603
MTCO3P23	0.0410748258856091
RP11-925D8.3	0.013361051148865457
MTND5P32	0.05018003104079842
LIPC-AS1	0.07660256271468306
RP11-50C13.2	0.059549587792475295
ADAM10	0.06163748925778476
MINDY2	0.03847862104178343
SLTM	0.06163748925778476
RNF111	0.07350145508730395
BNIP2	0.040582737373000305
RP11-16B9.1	0.026668970432541978
CA12	0.020903926169234144
AC007950.1	0.06084886569625295
RP11-330L19.2	0.09168028580208977
CLPX	0.08062098053685723
DPP8	0.08935921993145081
C15orf61	0.026554844953575792
MAP2K5	0.01562781750642641
SPESP1	0.0012394552894550571
NOX5	0.006855479159882844
RPLP1	0.0029784040136363295
RP11-19J5.1	0.01345000009180135
LINC00593	0.007695718596075565
AC011648.1	0.04333049390528936
UACA	0.00824336737099929
HMGB1P6	0.03040987763902005
HEXA	0.022355987834845884
RP11-1007O24.3	0.07797738455763019
RP11-361M10.3	0.06283401046653912
NPTN	0.06112871848709488
NPTN-IT1	0.04312661861900455
LOXL1-AS1	0.017709405297960674
LOXL1	0.007695718596075565
MAN2C1	0.00043018317342835067
PTPN9	0.012862771283271813
RN7SL319P	0.08671493172439673
TMED3	0.019431882327993526
RNU6-667P	0.060150413956383986
RP11-38G5.4	0.0037668420764742417
ST20	0.06990371224697484
ZFAND6	0.04687341896703839
ABHD17C	0.047857405912351415
RP11-775C24.3	0.02074570719242196
STARD5	0.09826465636985322
CTD-2240J17.4	0.051538371636362906
ADAMTS7P1	0.009384510366291177
CPEB1-AS1	0.014317721535812374
AP3B2	0.013412761119196755
RP11-752G15.4	0.02546038289019551
FSD2	0.07701025067837815
RP11-382A20.6	0.0552198954369464
ALPK3	0.032513915824943056
RNU6-1280P	0.00622908798439574
POLG	0.007364594400185427
MIR9-3HG	1.0062512219254033e-07
KIF7	0.0252913221132032
IDH2	0.08703414097837256
SEMA4B	0.08455951451998281
CIB1	0.002453271241272907
IQGAP1	0.027394641066649038
BLM	0.02810941128109856
AC068831.16	0.09333524922150993
LINC00930	0.009911616132602455
RP11-386M24.9	0.020089334067288665
FAM174B	0.022331062691367535
CTD-2313J17.5	0.01838714948525105
LINC02207	0.07143060741205629
RP11-76E17.4	0.09683722832044266
MCTP2	0.005454992102088241
SPATA8-AS1	0.046819753296582514
FAM169B	0.07495850179717277
IGF1R	0.015602721674453054
RP11-6O2.2	0.039069629667325946
MEF2A	0.005785307821884743
SPATA41	0.06960591433820773
CERS3	0.04156201043717886
ASB7	0.03036408973190396
RP11-66B24.4	0.0182579170181935
RP11-424I19.2	0.018194554852832653
WASH4P	0.046224007548226025
NPRL3	0.013927195491529633
HBZP1	0.07393445974405277
HBM	0.06458772439238368
LUC7L	0.05671032512400417
FAM234A	0.04044375359121523
RGS11	0.06680924845121383
NME4	0.06520614903879227
CAPN15	0.019807189189059302
METTL26	0.032185040996459385
RHOT2	0.003821497033137041
STUB1	0.00024113348488456228
JMJD8	0.004227464690491779
LMF1	0.03975082239832854
TPSB2	0.06061644397016747
TPSAB1	0.039262390857152565
TPSP2	0.0418635364632011
UBE2I	0.02774688718729476
GNPTG	0.004740087557732368
CLCN7	0.0036957835042629155
TELO2	0.055732741681169
NME3	0.000993763969355768
EME2	0.008125715536188774
SPSB3	0.022226518015378276
HAGH	0.059423645584927555
NDUFB10	0.060840293072136196
RPS2	0.019600713121812344
TBL3	0.013898073054383328
GFER	0.020860449671091987
ZNF598	0.0049125328107624605
SLC9A3R2	0.044151313091145526
TSC2	0.033112432081917234
TRAF7	0.03253840375131927
MLST8	0.008825394215997378
PGP	0.06458772439238368
E4F1	0.045244497366217565
RNPS1	0.01903565510369968
PDPK2P	0.04397231115534905
PRSS33	6.830646678052274e-05
PRSS41	0.05504176769268523
BICDL2	0.022269566446028333
RP11-473M20.5	0.014425261924502837
MMP25	0.06070391064056286
MMP25-AS1	0.01594301449750268
AJ003147.9	0.01299036386301265
ZNF200	0.008884269579930703
AJ003147.11	0.06882997845374178
TIGD7	0.09284933570897974
DNASE1	0.03697230629374762
GLIS2	0.045244497366217565
CORO7	0.048647462151894395
NMRAL1	0.001028440743015301
PPL	0.030888357567270524
C16orf72	0.07190504771211044
CLEC16A	0.05703882914002844
RP11-485G7.6	0.08062908691253777
CTD-3088G3.4	0.04092409972574996
TXNDC11	0.04840430077215865
COX6CP1	0.04044375359121523
BFAR	0.002942986307311276
KIAA0430	0.06137770364704324
CTB-193M12.5	0.08854160701640401
RP11-1102P22.1	0.05994581234974649
SMG1	0.06390899314911172
COQ7	0.0006156128158532092
CCP110	0.014341455205630016
C16orf62	0.013649201121084021
LYRM1	0.023550425759743292
CTB-31N19.3	0.019508815667645164
RNU6-1005P	0.03975082239832854
RNU6-196P	0.04175853233365542
POLR3E	0.016401375353668722
RP11-105C19.1	0.08373565751590685
GGA2	0.06740866977014069
CTD-2385L22.1	0.08671493172439673
LINC02195	0.02857997379020595
IL4R	0.04626515283508532
IL21R	0.02879659154064962
GTF3C1	0.022750312620371978
CLN3	0.013461873079303197
RP11-666O2.2	0.03927008910241874
EIF3C	0.08047975777834042
ATXN2L	0.017724027471449178
TUFM	0.0037668420764742417
RABEP2	0.018779806790445885
NFATC2IP	0.03272270239831872
SPNS1	0.0099319600488055
MAZ	0.007474173035585273
TMEM219	0.032513915824943056
INO80E	0.0839139118373351
RP11-347C12.3	0.06369128016121033
SEPHS2	0.07937618390231091
PHKG2	0.005979412776597793
RNF40	0.06320934937494666
BCL7C	0.015745294950844372
PRSS53	0.06619158683939509
ITGAM	0.06662868692103213
ZNF267	0.020328327826812487
UBE2MP1	0.01469949099899525
SHCBP1	0.08281799019212442
RP11-93O14.1	0.022355912122455763
VPS35	0.07867706025397071
MYLK3	0.0017942519280490755
CNEP1R1	0.02841947153648087
C16orf97	0.09622160293471244
RP11-44F14.8	0.07707253306044301
RP11-44F14.9	0.0772218782272675
RP11-44F14.10	0.05950184813554562
RBL2	0.02028522999025204
RP11-44F14.6	0.020023742495379734
AKTIP	0.010617286322058992
LPCAT2	0.030397205688534667
CAPNS2	0.04040774526343603
AMFR	0.0026154298481760327
RP11-407G23.2	0.0832116812878248
ADGRG5	0.06549880934691903
ADGRG1	0.07613271676521456
CNGB1	0.001954897781079767
CSNK2A2	8.04601135249911e-05
RP11-403P17.6	0.06960591433820773
CMTM1	0.021907481688616
RP11-403P17.2	0.026610629653943067
CMTM4	0.04575424956608722
FAM96B	0.011751530108132187
CES4A	7.71695229072468e-05
C16orf70	0.05073207171151438
B3GNT9	0.020089334067288665
NOL3	0.09447344839580794
E2F4	0.07570200039776286
CENPT	0.0585106285407486
NUTF2	0.04929723895671091
EDC4	0.01123762970942669
SNTB2	0.01206245353256875
VPS4A	0.010515453216793397
CYB5B	0.020860449671091987
NFAT5	0.03833074618967591
DDX19B	0.012898091213334736
FUK	0.03982701892459603
IL34	0.002942986307311276
VAC14	0.05531449459495637
RP11-252A24.2	0.07625738491887789
RP11-252A24.3	0.06185320829845218
WDR59	0.07503333158981863
LDHD	0.012098714563253204
RP11-331F4.1	0.0749395340062235
KARS	0.008203960010596383
MAF	0.06940964390342223
CMC2	0.0822038725408914
TAF1C	0.01594301449750268
WFDC1	0.05030513560222645
RP11-558A11.3	0.0522052000108428
RP11-61F12.1	0.09540768358255693
KLHL36	0.06185320829845218
USP10	0.022331062691367535
CRISPLD2	0.028820130263459347
RP11-254F19.2	0.06672006190170168
RP11-254F19.4	0.030506075671187426
COX4I1	0.0384925001522773
LINC00917	0.029870249313689836
RP11-863P13.3	0.08587641345063685
ZFPM1	0.03373025396918148
MVD	0.0037487981433881714
CTU2	0.007396541725265676
APRT	0.05880628591225531
PABPN1L	0.05489456874325555
ACSF3	0.009972084758573013
RP11-46C24.7	0.03257235312491052
SPG7	0.02542949139219508
RPL13	0.05627897889532756
SNORD68	0.02552349090569449
CDK10	0.017724027471449178
VPS9D1	0.04696286917990467
VPS9D1-AS1	0.04373941554374675
TCF25	0.008451159659589114
INPP5K	0.07857037528292389
SCARF1	0.07146119803052907
HIC1	0.001473791659195117
SGSM2	0.0011552154390869953
RP1-59D14.5	0.08265492391477917
RP11-64J4.2	0.08680774506432018
NCBP3	0.08494122143417425
SPNS3	0.011604410278161042
ALOX15	0.0007318431642000423
PSMB6	0.015077323357330266
PLD2	0.023015390956742193
MINK1	0.030380794311169617
C17orf107	0.09168028580208977
PFN1	0.09649810651217523
ZFP3	0.060150413956383986
ZNF232	0.008256799311616447
USP6	0.022118259363917356
ZNF594	0.06252837642319387
FAM64A	0.08265492391477917
C17orf49	0.01402918658282702
DLG4	0.001028440743015301
CTD-2545G14.4	0.08741763989452775
ACADVL	0.016477351695325188
CTDNEP1	0.000108139459497142
EIF5A	0.001473791659195117
GPS2	2.1331646288278167e-05
NEURL4	0.009896476050625193
PLSCR3	0.048523949188166694
ZBTB4	0.05164127748598281
TNFSF12	0.0009124485483299696
SENP3	0.0003000057692927999
EIF4A1	0.00041928152208080553
SNORD10	0.0636626917743619
CD68	0.004419876473306173
AC113189.5	0.006483160756776665
MPDU1	0.009053848295521224
SAT2	0.09710945847596432
CYB5D1	0.08908566562284422
CHD3	0.08935921993145081
ALOX15B	0.019807189189059302
TMEM107	0.013704650654684365
SLC25A35	0.039207284396959044
RANGRF	0.05137034418702198
CCDC42	0.04460921383912899
PIK3R6	0.01727650664537859
STX8	0.049282468720221434
USP43	0.023410257265028534
GAS7	0.050850048187925295
TMEM220	0.0185894617473335
MAGOH2P	0.034789312159075124
MAP2K4	0.021709127616427657
HS3ST3B1	0.0019239582766519775
RN7SL792P	0.0663551591743681
CDRT1	0.04825700778079422
TRPV2	0.007494946556102709
NOS2P4	0.06544008321128247
KRT17P1	0.05668859605180219
PLD6	0.09512368072069241
PEMT	0.03355851092537586
ATPAF2	0.005187525455742458
RP11-384M20.1	0.05680398934251987
GID4	0.06678349081888324
DRG2	0.0021949862489648577
ALKBH5	4.4173100221206976e-05
TVP23B	0.0059919044770292
MAPK7	0.09228238646222763
RPS2P46	0.024087748079284148
AKAP10	0.0704843437385735
MEIS3P2	0.09086013510932711
EIF1P5	0.09510118049639772
C17orf51	0.08509226710960772
LGALS9	0.050109365184057356
PIGS	0.02920305639158862
SUPT6H	0.06396776570289715
RPL23A	0.055691046147262065
ERAL1	0.09826465636985322
RP11-20B24.7	0.06133756659891048
DHRS13	0.051298582271518525
SEZ6	0.04798297615046902
CRYBA1	0.08729985000320203
NUFIP2	0.058313236554920544
TAOK1	0.07344846860992833
ABHD15	0.06225350789929806
TP53I13	0.031107401718060115
RP11-68I3.4	0.09079358400431353
GIT1	0.06252837642319387
RP11-68I3.10	0.0008297227299697093
SSH2	0.021282310329667275
BLMH	0.040674768187621405
CRLF3	0.0708015838896217
RNU6-298P	0.08910513922778553
RNF135	0.0635077789548904
NF1	0.0893778146707156
OMG	0.02749153868082612
LRRC37B	0.01188864414448414
CTD-2095E4.5	0.07032237442146728
AC090616.2	0.0707693859642228
RHOT1	0.05179458426753714
PSMD11	0.016811368932149906
AC084809.2	0.039189632012151254
LINC01989	0.03438523497387695
RP11-47L3.1	0.02103398723599596
PEX12	0.016237954662093403
TAF15	0.0384925001522773
CCL23	0.009896476050625193
GGNBP2	0.051165968124466964
DHRS11	0.019508815667645164
CISD3	0.08230527829926106
CACNB1	0.02338086360433889
RPL19	0.059549587792475295
FBXL20	0.08662906577845884
AC087491.2	0.08727487133812036
PGAP3	0.045567371742146805
ZPBP2	0.0980588106660524
PSMD3	0.03571266610249431
MED24	0.043099189426765834
RP11-749I16.3	0.04972416369371642
MSL1	0.010917484811217954
IGFBP4	0.0666202986972484
EIF1	0.00046400121062190074
NKIRAS2	0.06389641862514243
STAT5B	0.017583773667947875
HSD17B1P1	0.09372764553531401
PSMC3IP	0.08989352986846731
LINC00671	0.044563753496047055
BRCA1	0.007125764958112477
RP11-242D8.1	0.007494946556102709
NBR1	0.016408284738370277
LSM12	0.012503807124821055
C17orf53	0.01903193116724456
EFTUD2	0.06886970506952146
RP11-798G7.8	0.03036408973190396
RP11-798G7.6	0.07021282388156388
NPEPPS	0.07077903466633484
KPNB1	0.026141092546928122
TBX21	0.08579406601091946
OSBPL7	0.08671493172439673
MRPL10	0.023340139684972703
SP6	0.02614336462246238
CBX1	0.0966028458050176
HOXB4	0.0755000658451958
SNF8	0.010608753144193359
GNGT2	0.031843788283968034
ABI3	0.02317343728574715
PDK2	0.008775227610803587
PPP1R9B	0.021147563602840105
TOB1-AS1	0.02673355682524469
RP11-700H6.4	0.05627897889532756
PCTP	0.06757948420633206
RP11-670E13.3	0.014957986181117693
TRIM25	0.016408284738370277
RN7SL449P	0.0821506823322504
VEZF1	0.07824190482694943
RP11-159D12.2	0.05166797543930867
SRSF1	0.044885389411618355
DYNLL2	0.0037487981433881714
PPM1E	0.029777666418078164
TUBD1	0.042502801608195126
NDUFB8P2	0.05012457438802934
CA4	0.026610629653943067
FAM106DP	0.003631527001202884
APPBP2	0.04298469876769332
BCAS3	0.08378456789838445
CTD-3035K23.3	0.0062591537524058095
RP11-180P8.1	0.04799805295933484
ACE	0.08824513789105767
PSMC5	0.006279846425706891
LRRC37A3	0.030491683972575616
RP11-927P21.1	0.042769604193886444
RP11-927P21.2	0.02614336462246238
RP11-349A8.3	0.0922319128709354
PITPNC1	0.019493779967289272
RP11-120M18.2	0.06570534106861275
PRKAR1A	0.021998458221242956
MAP2K6	0.006483160756776665
RP1-193H18.2	0.004679422880600458
KCNJ2-AS1	0.010589321900760371
KCNJ2	0.03371490820903634
RPL38	0.030888357567270524
TTYH2	0.008203960010596383
CD300LB	0.09583607106087016
CD300C	0.032513915824943056
CD300LD	0.05372437896069026
CTD-2006K23.2	0.09656979347610702
NAT9	0.0015419683310700324
TMEM104	0.0006253926289649451
NT5C	0.041168166768331245
MIF4GD	0.06620161951326577
SLC25A19	0.030822955973182155
TSEN54	0.09644633519742794
LLGL2	0.07124008131374693
RP11-552F3.4	0.030873034339518338
EVPL	0.03702541529153789
GALR2	0.08131292497064474
CYGB	0.01594301449750268
PRCD	0.01402918658282702
RP11-666A8.7	0.07179422441276845
RP11-666A8.8	0.09083353264133544
RP11-666A8.12	0.026554844953575792
RP11-666A8.13	0.09803433051884727
ST6GALNAC2	0.031843788283968034
SEPT9	0.06458772439238368
TMC6	0.02035137592665324
SYNGR2	0.003207935013749887
LINC01993	0.06793170155688887
AC061992.2	0.04802593491245121
SOCS3	0.08148472276156699
RP11-806H10.4	0.05377677931203119
RN7SL236P	0.06252837642319387
PGS1	0.058211966780291724
DNAH17	0.0925033301682777
USP36	0.09309472868452055
TIMP2	0.05627897889532756
CEP295NL	0.033465164013485926
CARD14	0.03808723335686079
RP11-334C17.5	0.005328855355330162
RPTOR	0.09208290730222603
MIR657	0.07184970715992235
FAAP100	0.05348061149075099
PDE6G	0.0003152034102896785
MCRIP1	0.023377404473864983
ARHGDIA	0.0021561666981800543
ALYREF	0.0018539959826579036
PCYT2	0.0646035136055711
ASPSCR1	0.03102433701495669
DCXR	0.025549163487301445
RFNG	0.010362523477722558
GPS1	4.419573200574369e-05
DUS1L	7.982836152298846e-05
FASN	0.08979804550355286
OGFOD3	0.0949942415180943
FOXK2	0.02300133825640653
FAM166AP6	0.08696095028325025
RP11-769O8.3	0.09592667040461246
LINC00470	0.003323878023082495
CBX3P2	0.07794141598627069
LPIN2	0.0021949862489648577
DLGAP1-AS2	0.031107401718060115
NDUFV2-AS1	0.0564674844776477
ANKRD12	0.028786890017982784
TWSG1	0.0197021371728588
RALBP1	0.027340155673614145
PPP4R1	0.0762633720365965
PPP4R1-AS1	0.08708614264788682
KRT18P8	0.017048872152116975
RAB31	0.0712693881331234
VAPA	0.030707062543671296
MPPE1	0.06672006190170168
TUBB6	0.06974580074810821
PSMG2	0.01637759287584757
CYP4F35P	0.07415576194852733
ROCK1	0.030845080810289454
ABHD3	0.032513915824943056
C18orf8	0.03162492309589801
CABYR	0.09329089962849701
RP11-799B12.4	0.0878703794638042
OSBPL1A	0.0020622690229105474
DSC2	0.005082558853590109
TRAPPC8	0.020982959388647613
KLHL14	0.04863938038910358
ZNF397	0.018273987730418103
ZSCAN30	0.014790875096473095
RP11-158H5.8	0.020089334067288665
RP11-158H5.7	0.06958072016231781
ZNF24	0.05703882914002844
ZNF396	0.01718034042390651
RP11-322E11.3	0.09970402525109022
RPRD1A	0.06918959350107504
SLC39A6	0.039718398982708396
KC6	0.046205112083490846
RP11-115N12.1	0.07865469285220808
PSTPIP2	0.010381412637462801
RN7SKP26	0.046205112083490846
RP11-8H2.1	0.012850901615252784
C18orf25	0.015107690832858778
RP11-687F6.5	0.0548352841941991
PIAS2	0.012947174768838022
RP11-49K24.8	0.09249479337999889
CTIF	0.0037465536001105495
SMAD7	0.07747005843548294
CXXC1	0.007613943170699014
SMAD4	0.014511120947010837
POLI	0.01103303983818848
RP11-456O19.5	0.06776675715386192
PHLPP1	0.006346484181959865
VPS4B	0.03934300974466705
SERPINB2	0.03236562376064995
DSEL	0.00025084521830792266
NETO1	0.06149123712537002
RP11-713C5.1	0.03467892466784011
RP11-676J15.1	0.055036176077329
TIMM21	0.04553824851959706
CNDP2	0.042621365690940154
RP11-231E4.3	0.09325664834342824
LINC00909	0.028148987284916296
LINC00683	0.06886970506952146
LINC01927	0.07319409583603602
NFATC1	0.09562772341419028
LINC01002	0.0961323132995043
GZMM	0.07660256271468306
HCN2	0.03625899659820225
POLRMT	0.06320934937494666
RNF126	0.005328855355330162
PTBP1	0.054849604523717684
CFD	0.0889832589092251
WDR18	0.012139464344633285
TMEM259	0.0011552154390869953
POLR2E	0.0574327264213077
GPX4	0.02058128944331864
STK11	0.09079358400431353
CBARP	0.013128098321028708
ATP5D	0.00456285377475077
C19orf24	0.01457318148549997
NDUFS7	0.0010719772202624242
DAZAP1	0.007598957746247293
RPS15	0.0038470613368956847
REXO1	0.0349602163572389
ABHD17A	0.0015419683310700324
BTBD2	0.029620570393586374
IZUMO4	0.010534725541471928
AP3D1	0.06320934937494666
DOT1L	0.007313373291494391
SF3A2	0.017853533805923753
SPPL2B	0.09419643314769112
TMPRSS9	0.01598890688925599
LMNB2	0.09885171932511881
ZNF57	0.05389445758973562
AC006277.2	0.04343405914220871
AC006277.3	0.06728189923555865
AES	0.004501736044175851
GNA15	0.019953302047751593
MFSD12	0.01598890688925599
HMG20B	0.07039168664741062
TBXA2R	0.02617675789084937
PIP5K1C	0.025745005560985856
APBA3	0.060970828905327984
RAX2	0.09230988174014454
EEF2	0.0006529519605933877
ZBTB7A	0.04894027915504284
MAP2K2	0.07824190482694943
CCDC94	0.0922319128709354
SHD	0.005985776558954001
MPND	0.030888357567270524
SH3GL1	0.041153528538649245
PLIN4	0.014511120947010837
PLIN5	0.031876035070338184
LRG1	0.056430402265611745
MYDGF	0.0860281672296092
DPP9	0.00039999086318217274
TICAM1	0.0020910753569354738
DUS3L	0.06485472921745401
NDUFA11	0.05567795347668043
CTC-232P5.1	0.04977653602498331
RFX2	0.048074927994863355
CTC-232P5.3	0.09712085028477035
CLPP	0.016162882599803908
ALKBH7	0.012862771283271813
GTF2F1	0.007569347682695845
KHSRP	0.058211966780291724
DENND1C	0.038689783124133
TUBB4A	0.0384925001522773
C19orf45	0.08220385909809284
MCOLN1	0.0677498366401922
XAB2	0.02425170312354911
MCEMP1	0.07918008686195027
MAP2K7	0.007909501777076416
SNAPC2	0.0008131157585044832
ELAVL1	0.06320820810474684
